add-none,1,20,40,148390,3709,0
add-none,2,20,80,171237,2140,0
add-none,4,20,160,240962,1506,0
add-none,8,20,320,329686,1030,0
add-none,12,20,480,434931,906,0
add-none,1,40,80,161500,2018,0
add-none,2,40,160,173885,1086,0
add-none,4,40,320,216843,677,0
add-none,8,40,640,301525,471,0
add-none,12,40,960,403717,420,0
add-none,1,80,160,143552,897,0
add-none,2,80,320,173889,543,70
add-none,4,80,640,236343,369,0
add-none,8,80,1280,288200,225,0
add-none,12,80,1920,423445,220,0
add-none,1,100,200,144744,723,0
add-none,2,100,400,179547,448,0
add-none,4,100,800,236279,295,0
add-none,8,100,1600,340847,213,0
add-none,12,100,2400,408822,170,0
add-none,1,1000,2000,230072,115,0
add-none,2,1000,4000,185778,46,0
add-none,4,1000,8000,215902,26,0
add-none,8,1000,16000,428344,26,-910
add-none,12,1000,24000,536818,22,-211
add-none,1,10000,20000,252323,12,0
add-none,2,10000,40000,534005,13,-2858
add-none,4,10000,80000,1085307,13,1571
add-none,8,10000,160000,1950039,12,-4689
add-none,12,10000,240000,3033365,12,7379
add-none,1,100000,200000,1316013,6,0
add-none,2,100000,400000,4024278,10,-36991
add-none,4,100000,800000,9558324,11,-58913
add-none,8,100000,1600000,20108240,12,-76955
add-none,12,100000,2400000,28640297,11,-34315
add-m,1,10000,20000,794269,39,0
add-m,2,10000,40000,3176542,79,0
add-m,4,10000,80000,12913760,161,0
add-m,8,10000,160000,28902649,180,0
add-m,12,10000,240000,47301864,197,0
add-s,1,10000,20000,437674,21,0
add-s,2,10000,40000,2415890,60,0
add-s,4,10000,80000,12581212,157,0
add-s,8,10000,160000,43964777,274,0
add-s,12,10000,240000,97645061,406,0
add-c,1,10000,20000,513213,25,0
add-c,2,10000,40000,1624394,40,0
add-c,4,10000,80000,5440109,68,0
add-c,8,10000,160000,12413516,77,0
add-c,12,10000,240000,21862725,91,0
add-yield-none,1,10,20,163334,8166,0
add-yield-none,2,10,40,182164,4554,0
add-yield-none,4,10,80,234313,2928,9
add-yield-none,8,10,160,319444,1996,15
add-yield-none,12,10,240,445576,1856,19
add-yield-none,1,20,40,180022,4500,0
add-yield-none,2,20,80,182586,2282,11
add-yield-none,4,20,160,248561,1553,7
add-yield-none,8,20,320,341193,1066,89
add-yield-none,12,20,480,478796,997,103
add-yield-none,1,40,80,241172,3014,0
add-yield-none,2,40,160,226442,1415,10
add-yield-none,4,40,320,299849,937,31
add-yield-none,8,40,640,396731,619,62
add-yield-none,12,40,960,466889,486,158
add-yield-none,1,80,160,273987,1712,0
add-yield-none,4,80,640,364950,570,1
add-yield-none,8,80,1280,480496,375,106
add-yield-none,8,80,1280,471229,368,106
add-yield-none,12,80,1920,574130,299,80
add-yield-none,1,100,200,305538,1527,0
add-yield-none,2,100,400,348721,871,18
add-yield-none,4,100,800,417521,521,41
add-yield-none,8,100,1600,511956,319,119
add-yield-none,12,100,2400,612287,255,125
add-yield-none,1,1000,2000,1715805,857,0
add-yield-none,2,1000,4000,2042341,510,26
add-yield-none,4,1000,8000,2075442,259,0
add-yield-none,8,1000,16000,2296401,143,107
add-yield-none,12,1000,24000,2868041,119,194
add-yield-none,1,10000,20000,15770270,788,0
add-yield-none,2,10000,40000,18330052,458,-394
add-yield-none,4,10000,80000,19284065,241,15
add-yield-none,8,10000,160000,21065311,131,42
add-yield-none,12,10000,240000,24888311,103,188
add-yield-none,1,100000,200000,146797373,733,0
add-yield-none,2,100000,400000,180815007,452,-4091
add-yield-none,4,100000,800000,187256578,234,-367
add-yield-none,8,100000,1600000,213436611,133,-16558
add-yield-none,12,100000,2400000,250823956,104,-1427
add-yield-m,2,10000,40000,51490574,1287,0
add-yield-m,4,10000,80000,132816566,1660,0
add-yield-m,8,10000,160000,254563286,1591,0
add-yield-m,12,10000,240000,440681143,1836,0
add-yield-s,2,10000,40000,34966201,874,0
add-yield-s,4,10000,80000,79590167,994,0
add-yield-s,8,1000,16000,24984627,1561,0
add-yield-s,12,1000,24000,42639270,1776,0
